,Scientific Name,Vernacular name,Class,Order,Family,Genus,Species,Latitude - original,Longitude - original,Geodetic datum - original,Latitude,Longitude,Coordinate Uncertainty in Metres,Country - parsed,State - parsed,Local Government Areas 2011,IBRA 7 Regions,Collector
123,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.9968,140.96694,WGS84,-37.9968,140.96694,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
126,Rhipidura (Sauloprocta) leucophrys,Willie Wagtail,Aves,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura leucophrys,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
127,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
129,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.99796,140.96657,WGS84,-37.99796,140.96657,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
130,Polytelis anthopeplus,Regent Parrot,Aves,Psittaciformes,Psittacidae,Polytelis,Polytelis anthopeplus,-35.7,142.3,WGS84,-35.7,142.3,35000.0,Australia,Victoria,Yarriambiack (S),Murray Darling Depression,TREILIBS C. Claire
132,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99823,140.9664,WGS84,-37.99823,140.9664,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
133,Grallina cyanoleuca,Magpie-lark,Aves,Passeriformes,Monarchidae,Grallina,Grallina cyanoleuca,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
134,Corvus mellori,Little Raven,Aves,Passeriformes,Corvidae,Corvus,Corvus mellori,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
135,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
136,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
137,AVES,Birds,Aves,,,,,-35.24825,142.31798,WGS84,-35.24825,142.31798,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
138,Haematopus longirostris,Australian Pied Oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
139,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
141,Egretta novaehollandiae,White-faced Heron,Aves,Ciconiiformes,Ardeidae,Egretta,Egretta novaehollandiae,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
142,Cercartetus nanus,Eastern Pygmy-possum,Mammalia,Diprotodontia,Burramyidae,Cercartetus,Cercartetus nanus,-37.9942,140.96909,WGS84,-37.9942,140.96909,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
143,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.998470000000005,140.96638000000002,WGS84,-37.998470000000005,140.96638000000002,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
144,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99666,140.96706,WGS84,-37.99666,140.96706,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
145,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
146,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.79033,140.99563,WGS84,-37.79033,140.99563,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
147,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
148,Platalea (Platibis) flavipes,Yellow-billed Spoonbill,Aves,Ciconiiformes,Threskiornithidae,Platalea,Platalea flavipes,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
149,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99577,140.96771999999999,WGS84,-37.99577,140.96771999999999,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
150,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99577,140.96771999999999,WGS84,-37.99577,140.96771999999999,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
151,Austronomus australis,White-striped Freetail-bat,Mammalia,Chiroptera,Molossidae,Austronomus,Austronomus australis,-36.89652,140.97047,WGS84,-36.89652,140.97047,5.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,DICKSON C.R. Cath
153,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.9968,140.96694,WGS84,-37.9968,140.96694,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
154,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.99785,140.96655,WGS84,-37.99785,140.96655,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
155,Stipiturus malachurus polionotum,Southern Emu-wren (south East Ssp),Aves,Passeriformes,Maluridae,Stipiturus,Stipiturus malachurus,-37.83876,141.45088,WGS84,-37.83876,141.45088,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,HAYWOOD B. Bryan
157,Chalinolobus morio,Chocolate Wattled Bat,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus morio,-36.89652,140.97047,WGS84,-36.89652,140.97047,5.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,DICKSON C.R. Cath
158,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.79033,140.99563,WGS84,-37.79033,140.99563,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
159,Charadrius (Charadrius) ruficapillus,Red-capped Dotterel,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius ruficapillus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
161,Eolophus roseicapilla,Galah,Aves,Psittaciformes,Cacatuidae,Eolophus,Eolophus roseicapilla,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
162,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99819,140.96638000000002,WGS84,-37.99819,140.96638000000002,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
163,Cacatua (Licmetis) tenuirostris,Long-billed Corella,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua tenuirostris,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
164,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.9989,140.96624,WGS84,-37.9989,140.96624,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
165,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99512,140.9672,WGS84,-37.99512,140.9672,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
166,Hirundo (Hirundo) neoxena,Welcome Swallow,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo neoxena,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
167,Cacatua (Cacatua) galerita,Sulphur-crested Cockatoo,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua galerita,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
169,Calidris (Ereunetes) ruficollis,Red-necked Stint,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
171,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99577,140.96771999999999,WGS84,-37.99577,140.96771999999999,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
173,Psephotus (Psephotus) haematonotus,Red-rumped Parrot,Aves,Psittaciformes,Psittacidae,Psephotus,Psephotus haematonotus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
174,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99823,140.96651,WGS84,-37.99823,140.96651,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
175,Nyctophilus geoffroyi,Lesser Long-eared Bat,Mammalia,Chiroptera,Vespertilionidae,Nyctophilus,Nyctophilus geoffroyi,-36.89652,140.97047,WGS84,-36.89652,140.97047,5.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,DICKSON C.R. Cath
176,AVES,Birds,Aves,,,,,-34.91753,141.96472,WGS84,-34.91753,141.96472,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,COLEBORN C. Chris
177,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.71358,141.69804,WGS84,-34.71358,141.69804,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
178,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.99804,140.9665,WGS84,-37.99804,140.9665,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
180,Vanellus (Lobipluvia) miles,Masked Lapwing,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus miles,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
182,Climacteris (Climacteris) picumnus,Brown Treecreeper,Aves,Passeriformes,Climacteridae,Climacteris,Climacteris picumnus,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
183,Vespadelus darlingtoni,Large Forest Bat,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,Vespadelus darlingtoni,-36.89652,140.97047,WGS84,-36.89652,140.97047,5.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,DICKSON C.R. Cath
184,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-35.24825,142.31798,WGS84,-35.24825,142.31798,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
185,Ozimops planiceps,Little Mastiff-bat,Mammalia,Chiroptera,Molossidae,Ozimops,Ozimops planiceps,-36.89652,140.97047,WGS84,-36.89652,140.97047,5.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,DICKSON C.R. Cath
186,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99666,140.96706,WGS84,-37.99666,140.96706,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
187,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99817,140.96651,WGS84,-37.99817,140.96651,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
188,Antechinus flavipes,Yellow-footed Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus flavipes,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
189,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99577,140.96771999999999,WGS84,-37.99577,140.96771999999999,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
190,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99505,140.9672,WGS84,-37.99505,140.9672,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
191,Vespadelus vulturnus,Little Forest Bat,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,Vespadelus vulturnus,-36.89652,140.97047,WGS84,-36.89652,140.97047,5.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,DICKSON C.R. Cath
192,Phascolarctos cinereus,Koala,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,-38.01933,141.10578,WGS84,-38.01933,141.10578,250.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,HAYWOOD B. Bryan
193,Phascolarctos cinereus,Koala,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,-38.03074,141.14334,WGS84,-38.03074,141.14334,250.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,HAYWOOD B. Bryan
195,Haematopus longirostris,Australian Pied Oystercatcher,Aves,Charadriiformes,Haematopodidae,Haematopus,Haematopus longirostris,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
196,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.69492,142.27062,WGS84,-34.69492,142.27062,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
198,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99819,140.96638000000002,WGS84,-37.99819,140.96638000000002,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
199,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.997640000000004,140.96659,WGS84,-37.997640000000004,140.96659,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
201,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.78895,140.99741,WGS84,-37.78895,140.99741,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
203,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99577,140.96771999999999,WGS84,-37.99577,140.96771999999999,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
204,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.99796,140.96657,WGS84,-37.99796,140.96657,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
205,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.69492,142.27062,WGS84,-34.69492,142.27062,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
206,Charadrius (Charadrius) bicinctus,Double-banded Plover,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius bicinctus,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
207,Phascolarctos cinereus,Koala,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,-37.924440000000004,141.28423,WGS84,-37.924440000000004,141.28423,250.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,HAYWOOD B. Bryan
209,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.99804,140.9665,WGS84,-37.99804,140.9665,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
211,Sturnus (Sturnus) vulgaris,Starling,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
212,Chalinolobus gouldii,Gould's Wattled Bat,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,Chalinolobus gouldii,-36.89652,140.97047,WGS84,-36.89652,140.97047,5.0,Australia,Victoria,West Wimmera (S),Murray Darling Depression,DICKSON C.R. Cath
213,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.99577,140.96771999999999,WGS84,-37.99577,140.96771999999999,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
214,Ptilotula penicillata,White-plumed Honeyeater,Aves,Passeriformes,Meliphagidae,Ptilotula,Ptilotula penicillata,-36.85386,140.96839,WGS84,-36.85386,140.96839,500.0,Australia,Victoria,Naracoorte and Lucindale (DC),Murray Darling Depression,SAUNDERS J. N/A
215,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99804,140.9665,WGS84,-37.99804,140.9665,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
216,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99532,140.96822,WGS84,-37.99532,140.96822,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
217,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.99796,140.96657,WGS84,-37.99796,140.96657,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
218,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-35.85086,141.95928999999998,WGS84,-35.85086,141.95928999999998,250.0,Australia,Victoria,Hindmarsh (S),Murray Darling Depression,BERGGY J.F. John
219,AVES,Birds,Aves,,,,,-34.71358,141.69804,WGS84,-34.71358,141.69804,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,CLARKE R.H. Rohan
220,Pseudomys shortridgei,Heath Rat,Mammalia,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,-37.99713,140.96695,WGS84,-37.99713,140.96695,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
222,Manorina (Myzantha) flavigula,Yellow-throated Miner,Aves,Passeriformes,Meliphagidae,Manorina,Manorina flavigula,-34.91753,141.96472,WGS84,-34.91753,141.96472,250.0,Australia,Victoria,Mildura (RC),Murray Darling Depression,COLEBORN C. Chris
224,Calidris (Ereunetes) ruficollis,Red-necked Stint,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ruficollis,-38.053470000000004,140.99693,WGS84,-38.053470000000004,140.99693,10000.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,AUSTRALASIAN WADERS STUDY GROUP AWS
225,Antechinus minimus,Swamp Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus minimus,-37.99664,140.96761999999998,WGS84,-37.99664,140.96761999999998,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
226,Potorous tridactylus,Long-nosed Potoroo,Mammalia,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,-37.997640000000004,140.96659,WGS84,-37.997640000000004,140.96659,50.0,Australia,Victoria,Grant (DC),Naracoorte Coastal Plain,BACHMANN M. Mark
227,Antechinus agilis,Agile Antechinus,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,Antechinus agilis,-37.99577,140.96771999999999,WGS84,-37.99577,140.96771999999999,50.0,Australia,Victoria,Glenelg (S),Naracoorte Coastal Plain,BACHMANN M. Mark
